Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
1254080952240560,0 to 12 Years,PhD,$55K-$126K,"Washington, D.C.",USA,37.0902,-95.7129,Part-Time,106937,2022-12-14,Male,John Williams,+1-593-508-4440x53511,Legal Assistant,Litigation Support Specialist,Snagajob,"Assist in the preparation of litigation cases, manage electronic discovery, and handle technical aspects of trial preparation.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","E-discovery tools and processes Document review and production Litigation support software (e.g., Relativity) Data analysis Case management Communication with legal teams Technical proficiency Attention to detail Problem-solving Legal research skills","Specialize in eDiscovery and managing electronic documents for litigation. Collect, review, and produce electronic evidence. Collaborate with legal teams on case strategies.",Masco,"{""Sector"":""Manufacturing"",""Industry"":""Home Equipment, Furnishings"",""City"":""Livonia"",""State"":""Michigan"",""Zip"":""48152"",""Website"":""www.masco.com"",""Ticker"":""MAS"",""CEO"":""Keith J. Allman""}"
1905836835189202,4 to 8 Years,M.Tech,$60K-$88K,"Washington, D.C.",USA,37.0902,-95.7129,Contract,89244,2023-01-17,Both,Christopher Thompson,9022834966,Legal Assistant,Paralegal,ZipRecruiter,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Legal research Document drafting Case management E-filing Legal databases (e.g., LexisNexis) Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency","Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files.",Derwent London,"{""Sector"":""Real Estate"",""Industry"":""Real Estate/REIT"",""City"":""London"",""State"":""England"",""Zip"":""W1G 0PW"",""Website"":""https://www.derwentlondon.com/"",""Ticker"":""DLN"",""CEO"":""Paul Williams""}"
2428687893522919,0 to 10 Years,BA,$63K-$105K,"Washington, D.C.",USA,37.0902,-95.7129,Intern,115669,2023-02-24,Both,Daniel Singleton,001-636-471-5398x47887,UI Developer,Front-End Developer,Indeed,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility","Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.",Reynolds American Inc.,"{""Sector"":""Tobacco"",""Industry"":""Tobacco"",""City"":""Winston-Salem"",""State"":""NC"",""Zip"":""27102"",""Website"":""https://www.reynoldsamerican.com/"",""Ticker"":""N/A"",""CEO"":""N/A""}"
1675457019890980,3 to 8 Years,BCA,$61K-$119K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Intern,61066,2022-08-28,Female,Cameron Davis,+1-348-325-3274x334,Architectural Designer,Interior Designer,CareerBuilder,"Interior Designers plan and design interior spaces to meet the functional and aesthetic needs of clients. They select furniture, colors, materials, and layouts to create visually appealing and functional interiors for homes and businesses.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Interior design Space planning Color theory Material selection CAD software (e.g., SketchUp) Client collaboration Budget management","Focus on interior spaces, selecting finishes, furnishings, and color schemes. Create interior design concepts and mood boards. Collaborate with architects and contractors on design integration.",Workspace Group,"{""Sector"":""Real Estate"",""Industry"":""Real Estate/REIT"",""City"":""London"",""State"":""England"",""Zip"":""SE1 1GY"",""Website"":""https://www.workspace.co.uk/"",""Ticker"":""WKP"",""CEO"":""Graham Clemett""}"
3075283260090138,0 to 15 Years,BCA,$55K-$106K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Part-Time,132591,2022-12-27,Female,Brian Smith,374.993.0937x5097,UX/UI Designer,User Experience Designer,Idealist,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows",Design and improve user experiences (UX) by creating intuitive and user-friendly interfaces for websites and applications. Conduct user research and usability testing. Collaborate with stakeholders to gather and incorporate feedback.,PG&E,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Oakland"",""State"":""California"",""Zip"":""94612"",""Website"":""www.pgecorp.com"",""Ticker"":""PCG"",""CEO"":""""}"
2502679392329815,2 to 14 Years,MBA,$62K-$101K,"Washington, D.C.",USA,37.0902,-95.7129,Contract,109774,2022-05-10,Both,Jacqueline Pham,(392)788-2579,UI Developer,Front-End Developer,Stack Overflow Jobs,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility","Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.",DaVita,"{""Sector"":""Healthcare Services"",""Industry"":""Health Care: Medical Facilities"",""City"":""Denver"",""State"":""Colorado"",""Zip"":""80202"",""Website"":""www.davita.com"",""Ticker"":""DVA"",""CEO"":""Javier J. Rodriguez""}"
2191278834886401,1 to 12 Years,M.Com,$60K-$81K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Full-Time,112521,2021-12-22,Both,Cory Gibson,665.695.1278,Key Account Manager,Strategic Account Manager,The Muse,"Strategic Account Managers nurture relationships with key clients. They develop account strategies, address client needs, and seek opportunities for business growth and expansion.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Account management Client relationship Sales strategy Business development Negotiation skills,"Focus on strategic planning for key accounts, identifying long-term goals and growth opportunities. Collaborate with cross-functional teams to meet client needs. Monitor account performance and profitability.",Evolution Mining,"{""Sector"":""Mining and Metals/Gold"",""Industry"":""Mining"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.evolutionmining.com.au/"",""Ticker"":""EVN"",""CEO"":""Jake Klein""}"
14045241321764,4 to 13 Years,BBA,$56K-$127K,"Washington, D.C.",USA,37.0902,-95.7129,Temporary,42012,2023-09-08,Male,Katrina Williams,(282)314-8788x619,Web Developer,Frontend Web Developer,FlexJobs,"Frontend Web Developers design and implement user interfaces for websites, ensuring they are visually appealing and user-friendly. They collaborate with designers and backend developers to create seamless web experiences for users.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","HTML, CSS, JavaScript Frontend frameworks (e.g., React, Angular) User experience (UX)","Design and code user interfaces for websites, ensuring a seamless and visually appealing user experience. Collaborate with UX designers to optimize user journeys. Ensure cross-browser compatibility and responsive design.",Nvidia,"{""Sector"":""Technology"",""Industry"":""Semiconductors and Other Electronic Components"",""City"":""Santa Clara"",""State"":""California"",""Zip"":""95051"",""Website"":""www.nvidia.com"",""Ticker"":""NVDA"",""CEO"":""Jen-Hsun Huang""}"
2263290899348879,1 to 12 Years,PhD,$55K-$128K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Temporary,83979,2022-03-08,Male,Joseph Morrow,3008235337,Customer Service Manager,Customer Experience Strategist,SimplyHired,"Customer Experience Strategists develop and execute strategies to enhance the overall customer experience. They analyze customer feedback, identify pain points, and work across departments to improve products, services, and customer interactions.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,Develop and execute customer experience strategies to improve satisfaction and loyalty. Gather and analyze customer feedback. Collaborate with cross-functional teams to enhance the customer journey.,Allstate,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Stock)"",""City"":""Northbrook"",""State"":""Illinois"",""Zip"":""60062"",""Website"":""www.allstate.com"",""Ticker"":""ALL"",""CEO"":""Tom Wilson""}"
2453220135857520,0 to 11 Years,BBA,$57K-$99K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Full-Time,77045,2022-07-12,Male,Joshua Thompson,(783)443-7864x7832,HR Manager,Human Resources Director,FlexJobs,"A Human Resources Director leads HR functions, including talent acquisition, employee development, and HR strategy, to promote a positive work environment and support organizational goals.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Strategic HR planning Employee relations Talent management HR policy development Leadership skills,"Oversee all HR functions, including recruitment, benefits administration, employee relations, and policy development. Align HR strategies with business goals. Provide leadership to the HR team.",Fox,"{""Sector"":""Media"",""Industry"":""Entertainment"",""City"":""New York"",""State"":""New York"",""Zip"":""10036"",""Website"":""www.foxcorporation.com"",""Ticker"":""FOXA"",""CEO"":""Lachlan K. Murdoch""}"
2933345388267283,5 to 10 Years,BA,$58K-$115K,"Washington, D.C.",USA,37.0902,-95.7129,Contract,95804,2022-01-25,Both,Edward James,+1-442-533-6460x99966,Event Planner,Corporate Event Planner,ZipRecruiter,"Corporate Event Planners organize business-related events such as seminars, conferences, and product launches, ensuring they meet corporate goals and standards.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Corporate event planning Corporate branding Corporate communication Audiovisual equipment Crisis management,"Organize corporate events, conferences, and seminars. Develop event marketing strategies and manage event budgets. Coordinate speakers, sponsors, and attendee registration.",EQT,"{""Sector"":""Energy"",""Industry"":""Energy"",""City"":""Pittsburgh"",""State"":""Pennsylvania"",""Zip"":""15222"",""Website"":""www.eqt.com"",""Ticker"":""EQT"",""CEO"":""Toby Z. Rice""}"
2338153807675328,3 to 15 Years,MCA,$62K-$102K,"Washington, D.C.",USA,37.0902,-95.7129,Contract,67135,2022-09-30,Male,David Williams,6768752440,QA Engineer,QA Manager,The Muse,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Quality assurance Process improvement Team leadership Problem-solving Quality control,"Lead and manage the QA team, including test planning, resource allocation, and test strategy development. Define quality standards and metrics. Oversee QA processes and continuous improvement efforts.",Liberty Media,"{""Sector"":""Media"",""Industry"":""Entertainment"",""City"":""Englewood"",""State"":""Colorado"",""Zip"":""80112"",""Website"":""www.libertymedia.com"",""Ticker"":""LSXMA"",""CEO"":""Gregory B. Maffei""}"
2754995843306667,3 to 10 Years,PhD,$61K-$93K,"Washington, D.C.",USA,37.0902,-95.7129,Contract,22719,2023-05-22,Male,Brianna Pineda,630-768-4005,Executive Assistant,Office Manager,CareerBuilder,"Office Managers oversee daily office operations, including supervising staff, managing facilities, and ensuring efficient workflow. They may also handle budgeting, resource allocation, and office policies.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Office administration and management Budgeting and expense tracking Team coordination and supervision Facility management Vendor and supplier relations,"Oversee office operations, including facilities management and vendor relations. Manage office budgets and expenses. Coordinate office events and logistics.",Bosch Limited,"{""Sector"":""Industrial Conglomerates"",""Industry"":""Industrial Conglomerate"",""City"":""Bengaluru"",""State"":""Karnataka"",""Zip"":""560 035"",""Website"":""www.bosch.in"",""Ticker"":""BOSCHLTD"",""CEO"":""Soumitra Bhattacharya""}"
630324729575300,2 to 15 Years,BCA,$65K-$123K,"Washington, D.C.",USA,37.0902,-95.7129,Intern,114544,2022-06-02,Both,Emily Hernandez,5457148027,Executive Assistant,Personal Assistant,LinkedIn,"A Personal Assistant provides administrative support to individuals or executives. Their duties include managing schedules, arranging meetings, handling correspondence, and performing various tasks to enhance efficiency.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Organizational and time management skills Calendar and appointment management Communication and correspondence Travel coordination Discretion and confidentiality,"Provide high-level administrative support to executives, including calendar management and travel arrangements. Prepare reports, presentations, and correspondence. Act as a gatekeeper and handle confidential information.",Sinopec,"{""Sector"":""Oil and Gas"",""Industry"":""Energy - Oil & Gas Exploration & Production"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.sinopecgroup.com/"",""Ticker"":""0386.HK"",""CEO"":""Zhang Yuzhuo""}"
345703068423144,3 to 15 Years,BCA,$55K-$101K,"Washington, D.C.",USA,37.0902,-95.7129,Temporary,126449,2022-06-27,Both,Ashley Clark,(611)263-2046,Market Research Analyst,Market Researcher,Snagajob,"A Market Researcher gathers and analyzes market data to provide insights on consumer behavior, market trends, and competitor activities, aiding in informed business decisions.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Market research methodologies Data collection and analysis Industry knowledge,"Research market trends, competitors, and consumer behavior. Identify opportunities for product or service improvement. Analyze and interpret qualitative and quantitative data.",Best Buy,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Other"",""City"":""Richfield"",""State"":""Minnesota"",""Zip"":""55423"",""Website"":""www.investors.bestbuy.com"",""Ticker"":""BBY"",""CEO"":""Corie S. Barry""}"
1115907918785114,3 to 15 Years,M.Tech,$58K-$87K,"Washington, D.C.",USA,37.0902,-95.7129,Part-Time,70139,2022-03-13,Both,Thomas Blake,+1-408-699-9583x616,Project Coordinator,Administrative Coordinator,Internships.com,"Administrative Coordinators support administrative tasks, including data entry, scheduling, and document management, to enhance organizational efficiency.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Office administration Communication skills Organizational skills Time management Microsoft Office proficiency,"Provide administrative support to project teams, including scheduling meetings, managing documents, and handling logistics. Prepare project reports and presentations. Track project budgets and expenses.",Rite Aid,"{""Sector"":""Retail"",""Industry"":""Food and Drug Stores"",""City"":""Philadelphia"",""State"":""Pennsylvania"",""Zip"":""19112"",""Website"":""www.riteaid.com"",""Ticker"":""RAD"",""CEO"":""""}"
961406679051448,1 to 15 Years,M.Tech,$63K-$120K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Temporary,55876,2023-04-06,Both,Jennifer Guzman,001-245-684-6719,Sales Representative,Outside Sales Representative,FlexJobs,"Outside Sales Representatives meet with potential customers in person to sell products or services. They build relationships, identify sales opportunities, and provide product information and solutions to meet the needs of clients and achieve sales goals.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Sales prospecting and networking Face-to-face sales meetings Territory management Consultative selling Relationship building Sales tracking and reporting,"Meet potential clients in person, attend industry events, and build and maintain relationships to drive sales. Conduct product demonstrations and presentations. Negotiate contracts and pricing.",SVB Financial Group,"{""Sector"":""Financials"",""Industry"":""Commercial Banks"",""City"":""Santa Clara"",""State"":""California"",""Zip"":""95054"",""Website"":""www.svb.com"",""Ticker"":""SIVBQ"",""CEO"":""William Kosturos""}"
776567901028503,5 to 13 Years,B.Com,$63K-$92K,"Washington, D.C.",USA,37.0902,-95.7129,Part-Time,46058,2022-12-10,Male,Rhonda Merritt,690.611.3312x60230,Financial Controller,Finance Manager,SimplyHired,"Finance Managers oversee an organizations financial operations, including budgeting, financial reporting, and investment management. They analyze financial data, make strategic financial decisions, and ensure compliance with financial regulations.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Financial management Budgeting Financial analysis Financial reporting Risk management Financial software (e.g., Excel, QuickBooks) Strategic planning","Oversee financial operations, including budgeting, financial reporting, and cash flow management. Ensure compliance with accounting standards and regulations. Supervise finance staff.",Midea Group,"{""Sector"":""Appliances and Electronics"",""Industry"":""Electronics & Appliances"",""City"":""Foshan"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.midea.com/"",""Ticker"":""333"",""CEO"":""Paul Fang""}"
1773076494652873,1 to 8 Years,BBA,$65K-$104K,"Washington, D.C.",USA,37.0902,-95.7129,Contract,63427,2023-07-16,Female,Logan Martin,001-616-496-1350x558,Dental Hygienist,Dental Public Health Hygienist,Internships.com,A Dental Public Health Hygienist works to improve oral health at the community level. They develop and implement public health programs and educate individuals on oral hygiene.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Dental public health principles Community outreach and education Dental health program planning Epidemiology knowledge Public health regulations knowledge,"Focus on community oral health, conducting screenings and preventive dental programs. Promote oral health initiatives and awareness. Collaborate with public health agencies.",Walmart,"{""Sector"":""Retail"",""Industry"":""General Merchandisers"",""City"":""Bentonville"",""State"":""Arkansas"",""Zip"":""72716"",""Website"":""www.walmart.com"",""Ticker"":""WMT"",""CEO"":""Douglas McMillon""}"
1713667094525373,3 to 13 Years,BBA,$59K-$95K,"Washington, D.C.",USA,37.0902,-95.7129,Temporary,15957,2021-10-01,Both,Dillon Esparza,001-241-885-0241x9415,Customer Success Manager,Customer Support Specialist,USAJOBS,A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Customer service Problem-solving Communication skills Ticketing system usage Product knowledge,"Provide responsive and effective customer support, addressing inquiries and resolving issues. Escalate and track customer cases as needed. Document customer interactions and feedback.",Bosch Limited,"{""Sector"":""Industrial Conglomerates"",""Industry"":""Industrial Conglomerate"",""City"":""Bengaluru"",""State"":""Karnataka"",""Zip"":""560 035"",""Website"":""www.bosch.in"",""Ticker"":""BOSCHLTD"",""CEO"":""Soumitra Bhattacharya""}"
1054285507602921,4 to 10 Years,M.Tech,$57K-$86K,"Washington, D.C.",USA,37.0902,-95.7129,Temporary,106370,2022-12-20,Both,Anna Hicks,(392)615-0579x869,Graphic Designer,Print Graphic Designer,SimplyHired,"Print Graphic Designers design graphics and layouts for printed materials such as brochures, posters, and packaging. They use their creativity and design skills to visually communicate messages and information effectively in printed form.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Print design software (e.g., Adobe InDesign, Illustrator) Layout and composition Print production processes Color theory and management Attention to detail Print industry knowledge","Design printed materials such as brochures, posters, and packaging. Choose appropriate printing methods and materials. Collaborate with print vendors and ensure quality output.",Automatic Data Processing,"{""Sector"":""Payroll & HR Services"",""Industry"":""Diversified Outsourcing Services"",""City"":""Roseland"",""State"":""New Jersey"",""Zip"":""7068"",""Website"":""www.adp.com"",""Ticker"":""ADP"",""CEO"":""Maria Black""}"
177982553307241,1 to 15 Years,MBA,$65K-$103K,"Washington, D.C.",USA,37.0902,-95.7129,Intern,29856,2022-08-03,Female,Marissa Brown,605.821.8464,IT Manager,Infrastructure Manager,CareerBuilder,"An Infrastructure Manager is responsible for the operation and maintenance of an organizations IT infrastructure, including servers, networks, and data centers.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Network administration System administration Virtualization technologies (e.g., VMware, Hyper-V) Storage management IT security Disaster recovery planning Capacity planning Monitoring and troubleshooting Cloud infrastructure (e.g., AWS, Azure) Vendor management","Manage IT infrastructure, including servers, networks, and data centers. Ensure high availability, security, and scalability of IT systems. Plan and implement technology upgrades.",Parker-Hannifin,"{""Sector"":""Motion & Control"",""Industry"":""Industrial Machinery"",""City"":""Cleveland"",""State"":""Ohio"",""Zip"":""44124"",""Website"":""www.parker.com"",""Ticker"":""PH"",""CEO"":""Jennifer A. Parmentier""}"
2783011140386035,2 to 9 Years,B.Tech,$60K-$113K,"Washington, D.C.",USA,37.0902,-95.7129,Intern,95679,2023-04-28,Female,Gary Wilkins,001-713-831-9887x509,Legal Counsel,Employment Lawyer,CareerBuilder,"Employment Lawyers focus on employment law matters, assisting employers and employees with issues like workplace discrimination, labor disputes, and employment contracts. They offer legal counsel and represent clients in legal proceedings.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Employment law and regulations Employment contracts and agreements Workplace discrimination and harassment laws Legal compliance Client representation and advocacy,"Advise on employment law matters, including labor relations, HR policies, and employee disputes. Conduct investigations and negotiations. Ensure legal compliance in hiring and terminations.",Murphy USA,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Other"",""City"":""El Dorado"",""State"":""Arkansas"",""Zip"":""71730"",""Website"":""www.murphyusa.com"",""Ticker"":""MUSA"",""CEO"":""Andrew Clyde""}"
934718176308949,1 to 8 Years,BBA,$59K-$113K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Contract,116410,2023-08-10,Female,Paula Thomas,803-493-5598x782,Sales Consultant,B2B Sales Consultant,CareerBuilder,"B2B Sales Consultants specialize in business-to-business sales. They identify and target potential corporate clients, negotiate contracts, and build long-term relationships to drive sales growth in the B2B market.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",B2B sales Business-to-business sales strategies Lead generation Sales negotiations Client relationship building Market research,"Specialize in business-to-business (B2B) sales, targeting corporate clients. Build and maintain long-term relationships with key clients. Negotiate and close complex sales deals.",Steel Dynamics,"{""Sector"":""Metals and Mining"",""Industry"":""Metals"",""City"":""Fort Wayne"",""State"":""Indiana"",""Zip"":""46804"",""Website"":""www.steeldynamics.com"",""Ticker"":""STLD"",""CEO"":""Mark D. Millett""}"
2252608209052975,3 to 15 Years,BA,$55K-$94K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Temporary,61405,2023-01-24,Female,David Li,(889)699-5220x242,Digital Marketing Specialist,Email Marketing Specialist,Stack Overflow Jobs,"Email Marketing Specialists design and execute email marketing campaigns. They create email content, segment email lists, and analyze campaign performance to achieve marketing goals and engage subscribers.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Email marketing platforms (e.g., Mailchimp, Constant Contact) Email campaign creation and segmentation A/B testing and optimization Email deliverability and compliance Metrics tracking and analysis","Plan and execute email marketing campaigns, including creating email content and designs. Segment email lists and analyze email performance metrics. A/B test email campaigns for optimization.",DCC plc,"{""Sector"":""Energy"",""Industry"":""Energy - Diversified"",""City"":""Dublin, Ireland"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.dcc.ie"",""Ticker"":""DCC.L"",""CEO"":""Donal Murphy""}"
1270747356473467,5 to 12 Years,B.Com,$61K-$86K,"Washington, D.C.",USA,37.0902,-95.7129,Intern,86274,2021-10-15,Both,Barbara Jensen,762-455-5830x94110,SEM Specialist,SEM Analyst,Jobs2Careers,"SEM Analysts analyze search engine marketing (SEM) campaigns. They monitor performance, optimize keyword strategies, and provide insights to improve the effectiveness of SEM efforts.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Search engine marketing (SEM) Google Ads Bing Ads Keyword analysis Ad performance analysis SEM strategy development Bid management,Analyze SEM data and trends to optimize campaigns and ad spend. Generate reports and insights to improve SEM strategies. Stay up-to-date with SEM industry changes and best practices.,"Harley-Davidson, Inc.","{""Sector"":""Automotive/Motorcycles"",""Industry"":""Automotive"",""City"":""Milwaukee"",""State"":""WI"",""Zip"":""53208"",""Website"":""https://www.harley-davidson.com/"",""Ticker"":""HOG"",""CEO"":""Jochen Zeitz""}"
2639853685990149,5 to 13 Years,BA,$63K-$90K,"Washington, D.C.",USA,37.0902,-95.7129,Full-Time,117795,2023-03-25,Female,Richard Stokes,857.813.1814,Digital Marketing Specialist,Social Media Manager,CareerBuilder,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.",HDFC Asset Management Company,"{""Sector"":""Financial Services"",""Industry"":""Financial Services"",""City"":""Mumbai"",""State"":""MH"",""Zip"":""400051"",""Website"":""www.hdfcfund.com"",""Ticker"":""HDFCAM"",""CEO"":""Milind Barve""}"
1385206386943220,5 to 10 Years,MBA,$57K-$102K,"Washington, D.C.",USA,37.0902,-95.7129,Intern,71307,2022-02-25,Male,Eric Melton,3926245667,Paralegal,Real Estate Paralegal,Stack Overflow Jobs,"Assist in real estate transactions, including title searches, closings, and contract preparation.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Real estate transactions Title searches Closing processes Deed preparation Contract review Communication with real estate professionals Attention to detail Real estate terminology Technology proficiency Legal software proficiency Legal research skills,"Specialize in real estate transactions, including title searches, closings, and document preparation. Research property records and zoning regulations. Coordinate real estate transactions.",Tata Communications,"{""Sector"":""Telecommunications"",""Industry"":""Telecommunications"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400 072"",""Website"":""www.tatacommunications.com"",""Ticker"":""TATACOMM"",""CEO"":""Amur Swaminathan Lakshminarayanan""}"
232773944881639,2 to 13 Years,BA,$55K-$95K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Temporary,28474,2022-03-04,Both,Elizabeth Ochoa,(966)324-1779x292,Front-End Engineer,JavaScript Developer,FlexJobs,"JavaScript Developers write code to create interactive and dynamic web applications. They use JavaScript libraries and frameworks to build client-side functionality, ensuring smooth user interactions and responsive web design.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","JavaScript programming Frontend development Frontend frameworks (e.g., React, Angular) DOM manipulation AJAX Debugging and troubleshooting","Develop interactive web applications using JavaScript frameworks and libraries, such as React or Angular. Debug and resolve frontend issues. Ensure cross-browser compatibility.",SBI Life Insurance Company,"{""Sector"":""Insurance"",""Industry"":""Insurance"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400021"",""Website"":""https://www.sbilife.co.in/"",""Ticker"":""SBILIFE"",""CEO"":""Mahesh Kumar Sharma""}"
1026152428850561,1 to 10 Years,MCA,$62K-$81K,"Washington, D.C.",USA,37.0902,-95.7129,Part-Time,18624,2022-01-10,Both,Chelsea Velez,495-903-1607,Executive Assistant,Office Manager,Jobs2Careers,"Office Managers oversee daily office operations, including supervising staff, managing facilities, and ensuring efficient workflow. They may also handle budgeting, resource allocation, and office policies.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Office administration and management Budgeting and expense tracking Team coordination and supervision Facility management Vendor and supplier relations,"Oversee office operations, including facilities management and vendor relations. Manage office budgets and expenses. Coordinate office events and logistics.",HF Sinclair,"{""Sector"":""Energy"",""Industry"":""Petroleum Refining"",""City"":""Dallas"",""State"":""Texas"",""Zip"":""75201"",""Website"":""www.hfsinclair.com"",""Ticker"":""DINO"",""CEO"":""Tim Go""}"
